Stimmbezirk;S_Name;S_URL;Stadtbezirk;Wahlbezirk;W_Name;W_URL
4215;4215 Hohenfor;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_4215_Hohenfor.html;Eilpe/Dahl;21;21 Eilper Feld/Delstern;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_21_Eilper_FeldDelstern.html
4221;4221 Delstern-Süd;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_4221_DelsternSued.html;Eilpe/Dahl;22;22 Dahl/Volmetal;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_22_DahlVolmetal.html
4222;4222 Zum Bollwerk / Ambrock;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_4222_Zum_Bollwerk__Ambrock.html;Eilpe/Dahl;22;22 Dahl/Volmetal;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_22_DahlVolmetal.html
4223;4223 Priorei;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_4223_Priorei.html;Eilpe/Dahl;22;22 Dahl/Volmetal;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_22_DahlVolmetal.html
4224;4224 Rummenohl;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_4224_Rummenohl.html;Eilpe/Dahl;22;22 Dahl/Volmetal;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_22_DahlVolmetal.html
4225;4225 Zum Hohenhof / Sürenhagen;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_4225_Zum_Hohenhof__Suerenhagen.html;Eilpe/Dahl;22;22 Dahl/Volmetal;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_22_DahlVolmetal.html
5231;5231 Jungfernbruch / Haus Harkorten;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5231_Jungfernbruch__Haus_Harkorten.html;Haspe;23;23 Geweke/Spielbrink;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_23_GewekeSpielbrink.html
5232;5232 Büdding;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5232_Buedding.html;Haspe;23;23 Geweke/Spielbrink;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_23_GewekeSpielbrink.html
5233;5233 Spielbrinkstr.;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5233_Spielbrinkstr.html;Haspe;23;23 Geweke/Spielbrink;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_23_GewekeSpielbrink.html
5234;5234 Geweke / Auf dem Gelling;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5234_Geweke__Auf_dem_Gelling.html;Haspe;23;23 Geweke/Spielbrink;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_23_GewekeSpielbrink.html
5235;5235 Tückingstr.;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5235_Tueckingstr.html;Haspe;23;23 Geweke/Spielbrink;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_23_GewekeSpielbrink.html
5241;5241 Hüttenplatz;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5241_Huettenplatz.html;Haspe;24;24 Haspe-Mitte/Kückelhausen;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_24_HaspeMitteKueckelhausen.html
5242;5242 Tillmanns- / Kölner Str.;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5242_Tillmanns__Koelner_Str.html;Haspe;24;24 Haspe-Mitte/Kückelhausen;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_24_HaspeMitteKueckelhausen.html
5243;5243 Leimstr. / Oedeweg;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5243_Leimstr__Oedeweg.html;Haspe;24;24 Haspe-Mitte/Kückelhausen;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_24_HaspeMitteKueckelhausen.html
5244;5244 Dickenbruchstr.;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5244_Dickenbruchstr.html;Haspe;24;24 Haspe-Mitte/Kückelhausen;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_24_HaspeMitteKueckelhausen.html
5251;5251 Steinplatz;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5251_Steinplatz.html;Haspe;25;25 Hestert/Steinplatz;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_25_HestertSteinplatz.html
5252;5252 Am Postkopf;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5252_Am_Postkopf.html;Haspe;25;25 Hestert/Steinplatz;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_25_HestertSteinplatz.html
5253;5253 Klutert;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5253_Klutert.html;Haspe;25;25 Hestert/Steinplatz;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_25_HestertSteinplatz.html
5254;5254 Hestert;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5254_Hestert.html;Haspe;25;25 Hestert/Steinplatz;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_25_HestertSteinplatz.html
5255;5255 Kettelbach;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5255_Kettelbach.html;Haspe;25;25 Hestert/Steinplatz;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_25_HestertSteinplatz.html
5256;5256 Am Karweg;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5256_Am_Karweg.html;Haspe;25;25 Hestert/Steinplatz;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_25_HestertSteinplatz.html
5261;5261 Baukloh;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5261_Baukloh.html;Haspe;26;26 Westerbauer/Quambusch;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_26_WesterbauerQuambusch.html
5262;5262 Ähren- / Twittingstr.;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5262_Aehren__Twittingstr.html;Haspe;26;26 Westerbauer/Quambusch;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_26_WesterbauerQuambusch.html
5263;5263 Grazer Str.;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5263_Grazer_Str.html;Haspe;26;26 Westerbauer/Quambusch;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_26_WesterbauerQuambusch.html
5264;5264 Harkortstr.;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5264_Harkortstr.html;Haspe;26;26 Westerbauer/Quambusch;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_26_WesterbauerQuambusch.html
5265;5265 Westerbauer;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5265_Westerbauer.html;Haspe;26;26 Westerbauer/Quambusch;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_26_WesterbauerQuambusch.html
5266;5266 Gabelsbergerstr.;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_5266_Gabelsbergerstr.html;Haspe;26;26 Westerbauer/Quambusch;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_26_WesterbauerQuambusch.html
6001;Briefwahlbezirk 6001;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6001.html;Hagen-Mitte;01;01 Mittelstadt;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_01_Mittelstadt.html
6002;Briefwahlbezirk 6002;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6002.html;Hagen-Mitte;02;02 Altenhagen-Süd;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_02_AltenhagenSued.html
6003;Briefwahlbezirk 6003;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6003.html;Hagen-Mitte;03;03 Altenhagen-West;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_03_AltenhagenWest.html
6004;Briefwahlbezirk 6004;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6004.html;Hagen-Mitte;04;04 Altenhagen-Ost;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_04_AltenhagenOst.html
6005;Briefwahlbezirk 6005;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk__6005.html;Hagen-Mitte;05;05 Fleyerviertel;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_05_Fleyerviertel.html
6006;Briefwahlbezirk 6006;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6006.html;Hagen-Mitte;06;06 Eppenhausen;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_06_Eppenhausen.html
6007;Briefwahlbezirk 6007;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6007.html;Hagen-Mitte;07;07 Emst;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_07_Emst.html
6008;Briefwahlbezirk 6008;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6008.html;Hagen-Mitte;08;08 Remberg;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_08_Remberg.html
6009;Briefwahlbezirk 6009;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6009.html;Hagen-Mitte;09;09 Wehringhausen/Stadtgarten;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_09_WehringhausenStadtgarten.html
6010;Briefwahlbezirk 6010;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6010.html;Hagen-Mitte;10;10 Wehringhausen/Kuhlerkamp;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_10_WehringhausenKuhlerkamp.html
6011;Briefwahlbezirk 6011;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6011.html;Hagen-Nord;11;11 Boele/Hengstey/Brockhausen;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_11_BoeleHengsteyBrockhausen.html
6012;Briefwahlbezirk 6012;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6012.html;Hagen-Nord;12;12 Kabel/Bathey/Garenfeld;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_12_KabelBatheyGarenfeld.html
6013;Briefwahlbezirk 6013;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6013.html;Hagen-Nord;13;13 Helfe/Fley;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_13_HelfeFley.html
6014;Briefwahlbezirk 6014;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6014.html;Hagen-Nord;14;14 Boelerheide;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_14_Boelerheide.html
6015;Briefwahlbezirk 6015;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6015.html;Hagen-Nord;15;15 Vorhalle/Eckesey;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_15_VorhalleEckesey.html
6016;Briefwahlbezirk 6016;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6016.html;Hohenlimburg;16;16 Hohenlimburg-Nord;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_16_HohenlimburgNord.html
6017;Briefwahlbezirk 6017;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6017.html;Hohenlimburg;17;17 Hohenlimburg-Ost;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_17_HohenlimburgOst.html
6018;Briefwahlbezirk 6018;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6018.html;Hohenlimburg;18;18 Hohenlimburg-Süd;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_18_HohenlimburgSued.html
6019;Briefwahlbezirk 6019;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6019.html;Hohenlimburg;19;19 Hohenlimburg-West;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_19_HohenlimburgWest.html
6020;Briefwahlbezirk 6020;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6020.html;Eilpe/Dahl;20;20 Eilpe-Zentrum/Oberhagen;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_20_EilpeZentrumOberhagen.html
6021;Briefwahlbezirk 6021;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6021.html;Eilpe/Dahl;21;21 Eilper Feld/Delstern;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_21_Eilper_FeldDelstern.html
6022;Briefwahlbezirk 6022;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6022.html;Eilpe/Dahl;22;22 Dahl/Volmetal;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_22_DahlVolmetal.html
6023;Briefwahlbezirk 6023;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6023.html;Haspe;23;23 Geweke/Spielbrink;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_23_GewekeSpielbrink.html
6024;Briefwahlbezirk 6024;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6024.html;Haspe;24;24 Haspe-Mitte/Kückelhausen;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_24_HaspeMitteKueckelhausen.html
6025;Briefwahlbezirk 6025;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6025.html;Haspe;25;25 Hestert/Steinplatz;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_25_HestertSteinplatz.html
6026;Briefwahlbezirk 6026;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6026.html;Haspe;26;26 Westerbauer/Quambusch;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_26_WesterbauerQuambusch.html
